,Company,Source,Category,Date,Author,Title,Tags,Subtitle,Content
482693,CADILA HEALTHCARE,econominc-times,"['Markets', 'Stocks', 'Recos']",2017-06-08 11:07:00,[''],['Buy  Cadila Healthcare Ltd.  target Rs  600  :   Edelweiss Financial Services'],"['Market', 'Cadila Healthcare Ltd.', 'Edelweiss Financial Services', 'S&P BSE Sensex']",[],"['Edelweiss Financial Serviceshas a buy call onCadila Healthcare Ltd.with a target price of Rs 600 .The currentmarketprice of Cadila Healthcare Ltd. is Rs 535.55.gLialda approval, a significant milestoneCDH has received final approval for gLialda (mesalamine delayed release tablet). This is first of the niche and one of the most important ANDAs filed by the company. While there are 5 more filers in FDAâ??s approval queue, CDH is FTF. Teva and CDH remain the only 2 filers that have cleared non-infringement by court and Mylanâ??s filing has been ruled to be infringing (refer table 1). Not only is this approval important in light of the earnings upgrades, it gives credibility to rest of the companyâ??s pipeline.Clear roadmap for US businessCDH aspires to more than double its US base business (~USD550mn currently) over next 3 years by launching around 100 new products (about 180 pending ANDAs). Key product launches include gAsacol HD, gPrevacid ODT and gToprol-XL. Transdermal portfolio is expected to start contributing in FY18. Through a mix of organic and inorganic initiatives, the company also aims to build a specialty business tapping into opportunities both near- (NDDS filings + small brand acquisitions in pain area) and long- (own products in 3-4 therapeutic areas) term.Outlook and valuations: Niche pipeline to kick in; maintain â??BUYâ??With these approvals, in our view CDHâ??s US business growth will be best-in-class at 48 per cent with 28 per cent/44 per cent growth in revenue/PAT over FY17-19E. We have assigned 22x multiple to core earnings with NPV of Rs 120 for gLialda and gAsacol HD as these will stay only for 3-4 years. Maintain â??BUY/SOâ?? with TP of Rs 600 (earlier Rs 460).']"
488418,CADILA HEALTHCARE,econominc-times,"['Markets', 'Stocks', 'Recos']",2017-06-29 09:25:00,['ETMarkets.com'],"['Buy  Cadila Healthcare, .  target Rs  565:   IDBI Capital']","['Market', 'Cadila Healthcare Ltd.', 'IDBI Capital', 'S&P BSE Sensex']",[],"['IDBI Capitalhas a buy call onCadila Healthcare Ltd.with a target price of Rs 565.The currentmarketprice of Cadila Healthcare Ltd. is Rs 527.05.Cadila Healthcare Ltd., incorporated in the year 1995, is a Large Cap company (having a market cap of Rs 53956.35 crore) operating in Pharmaceuticals and health care sector.Cadila Healthcare Ltd. key Products/Revenue Segments include Tablets which contributed Rs 3368.10 crore to Sales Value (47.22 % of Total Sales), Capsules which contributed Rs 1349.30 crore to Sales Value (18.91 % of Total Sales), Others which contributed Rs 915.10 crore to Sales Value (12.83 % of Total Sales), Injections which contributed Rs 500.60 crore to Sales Value (7.01 % of Total Sales), Other Operating Revenue which contributed Rs 456.50 crore to Sales Value (6.40 % of Total Sales), Bulk Drugs which contributed Rs 399.80 crore to Sales Value (5.60 % of Total Sales), Export Incentives which contributed Rs 122.00 crore to Sales Value (1.71 % of Total Sales), Royalty Income which contributed Rs 17.60 crore to Sales Value (0.24 % of Total Sales), Licence which contributed Rs 2.70 crore to Sales Value (0.03 % of Total Sales)for the year ending 31-Mar-2016.For the quarter ended 31-03-2017, the company has reported a Consolidated sales of Rs 2417.50 crore, up 7.46% from last quarter Sales of Rs 2249.60 crore and up 6.48% from last year same quarter Sales of Rs 2270.30 crore.Company has reported net profit after tax of Rs 410.40 crore in latest quarter.The companyâ??s top management includes Dr.Sharvil P Patel, Mr.Apurva S Diwanji, Mr.Humayun Dhanrajgir, Mr.Mukesh M Patel, Mr.Nitin Raojibhai Desai, Mr.Pankaj R Patel, Ms.Dharmishta N Rawal. Company has Mukesh M Shah & Co. as its auditors.As on 31-03-2017, the company has a total of 1,023,742,600 shares outstanding.']"
493387,CADILA HEALTHCARE,econominc-times,"['Markets', 'Stocks', 'News']",2017-07-17 16:15:00,['ETMarkets.com'],['Cadila Healthcare advances over 2% after USFDA nod for sclerosis drug'],"['Cadila Healthcare', 'USFDA', 'BSE', 'Sensex', 'Shares']",[],"[""NEW DELHI:SharesofCadila Healthcareadvanced on Monday after the company on Friday announced that it has received the tentative approval from the United States Food and Drug Administration (USFDA) to market Fingolimod Capsules.The drug is an immunomodulating drug, mostly used for treating multiple sclerosis and will be produced at the group's formulations manufacturing facility at the Pharma SEZ, in Ahmedabad.The scrip was trading 2.65 per cent up at Rs 544.20 around 9.20 am (IST). Shares of the company opened at Rs 539.40 and touched an intraday high and low of Rs 545.75 and Rs 533.15, respectively. The stock eventually closed at Rs 536.30, up 1.16 per cent.The sales of Fingolimod Capsules is estimated at $2.1 billion as per IMS Health data.On theBSE, 1.97 lakh shares were traded on the counter so far as against the average daily volumes of 89,000 shares in the past two weeks.The stock had scaled its record high of Rs 558 on June 12, 2017 and a 52-week low of Rs 329.95 on December 26, 2016.The group now has more than 120 approvals and has so far filed over 300 abbreviated new drug applications (ANDAs) since the commencement of the filing process in FY 2003-04.""]"
500703,CADILA HEALTHCARE,econominc-times,"['Markets', 'Stocks', 'Earnings']",2017-08-11 13:19:00,['PTI'],['Cadila Healthcare Q1 net dips 65% to Rs 138 crore'],"['cadila healthcare', 'bse', 'Shares']",[],"['Drug firmCadila Healthcaretoday reported a 65.26 per cent decline in its consolidated net profit at Rs 138.4 crore for the first quarter ended June 30.The company had posted a net profit after taxes, non controlling interests and share of profit/loss of joint ventures of Rs 398.4 crore for the corresponding period of the previous fiscal, Cadila Healthcare said in aBSEfiling.Consolidated total revenue from operations of the company stood at Rs 2,228.8 crore as against Rs 2,333.1 crore for the same period a year ago.Sharesof Cadila Healthcare were trading 0.95 per cent lower at Rs 461 per scrip on BSE today.']"
502968,CADILA HEALTHCARE,econominc-times,"['News', 'Company', 'Deals']",2017-08-21 19:19:00,"['ByAshwin Mohan, ET Now']","['Cadila Healthcare, Torrent Pharma eyeing potential merger']",[],"['Based on current statistics available on the exchanges, if the deal goes through, the resultant merged entity of Cadila Healthcare and Torrent Pharma would command a market cap of nearly Rs 70,000 crores.']","['The domestic pharmaceuticals sector may be set for a shake-up as Ahmedabad headquartered Cadila Healthcare led by Pankaj Patel and the Mehta family backed Torrent Pharmaceuticals are re-evaluating a potential merger between both the companies, multiple sources familiar with ongoing negotiations told ET NOW on the condition of anonymity.""The proposed merger plans are at a very nascent stage and preliminary discussions are believed to have been held for the same."" There would be significant benefits in terms of achieving the desired size and scale and synergies in terms of complementary overseas markets like Russia and Latin America. More clarity on the proposed structure, valuations can be expected in the next six months,"" said one of the sources cited above, adding that the merger may or may not fructify based on the progress of negotiations.Based on current statistics available on the exchanges, if the deal goes through, the resultant merged entity of Cadila Healthcare and Torrent Pharma would command a market cap of nearly Rs 70,000 crores and move into a stronger number two position and inch closer to Sun Pharma, the leading domestic drug-maker in terms of market value with a m-cap of 1,13,616 crores. Cadila Healthcare is already at the number two position with a m-cap of Rs 49,088 crores followed by Cipla, Lupin & Aurobindo Pharma. The combined annual standalone sales of Cadila Healthcare and Torrent Pharma stood at Rs 7867 crores as of March 2017."" This proposed merger would help facilitate the long -term strategic objectives of both the promoter groups,"" added a second source. "" This possibility has been discussed by both companies in the past as well and it is being considered again,"" said a third source on the condition of anonymity. ET NOW was the first to report the possibility of a merger between both the companies in September 2013.In response to email queries from ET NOW, Cadila Healthcare said, "" We deny this news,"" and a spokesperson for Torrent Pharma said, "" This is rumour. We strongly deny this rumour and any such kind of a development.Cadila Healthcare promoters holds 74.79% stake in the company while Torrent Pharma promoters hold 71.25% stake. According to the 2017 annual report of Cadila Healthcare, the company\'s business in Brazil faced several challenged mainly in the form of recessionary economic situation, impacting the purchasing power of general public as well as as trade channels, de-growth of the relevant market where the company has a presence and the lack of significant product approvals from the regulatory authority. In contrast, Torrent Pharma\'s Brazil business saw a strong growth of 25% in top line vis a vis the industry growth of 14% with five brands achieving annual sales greater than 20 million Brazilian Reals.In terms of key therapeutic areas of both the companies, there are overlaps in segments like pain management, gastro-intestinal , cardio-vascular and cardiac areas and dermatology with Cadila Healthcare also focusing on gynaecology and respiratory segments with Torrent Pharma also focusing on anti-diabetic , CNS ( central nervous system) and VMN segments.']"
502969,CADILA HEALTHCARE,econominc-times,"['Industry', 'Healthcare/Biotech', 'Pharmaceuticals']",2017-08-21 19:19:00,"['ByAshwin Mohan, ET Now']","['Cadila Healthcare, Torrent Pharma eyeing potential merger']","['torrent pharma', 'cadila healthcare torrent pharma', 'cadila healthcare', 'cipla', 'Merger']","['Based on current statistics available on the exchanges, if the deal goes through, the resultant merged entity of Cadila Healthcare and Torrent Pharma would command a market cap of nearly Rs 70,000 crores.']","['The domestic pharmaceuticals sector may be set for a shake-up as Ahmedabad headquarteredCadila Healthcareled by Pankaj Patel and the Mehta family backed Torrent Pharmaceuticals are re-evaluating a potentialmergerbetween both the companies, multiple sources familiar with ongoing negotiations told ET NOW on the condition of anonymity.""The proposed merger plans are at a very nascent stage and preliminary discussions are believed to have been held for the same."" There would be significant benefits in terms of achieving the desired size and scale and synergies in terms of complementary overseas markets like Russia and Latin America. More clarity on the proposed structure, valuations can be expected in the next six months,"" said one of the sources cited above, adding that the merger may or may not fructify based on the progress of negotiations.Based on current statistics available on the exchanges, if the deal goes through, the resultant merged entity of Cadila Healthcare andTorrent Pharmawould command a market cap of nearly Rs 70,000 crores and move into a stronger number two position and inch closer to Sun Pharma, the leading domestic drug-maker in terms of market value with a m-cap of 1,13,616 crores. Cadila Healthcare is already at the number two position with a m-cap of Rs 49,088 crores followed byCipla, Lupin & Aurobindo Pharma. The combined annual standalone sales of Cadila Healthcare and Torrent Pharma stood at Rs 7867 crores as of March 2017."" This proposed merger would help facilitate the long -term strategic objectives of both the promoter groups,"" added a second source. "" This possibility has been discussed by both companies in the past as well and it is being considered again,"" said a third source on the condition of anonymity. ET NOW was the first to report the possibility of a merger between both the companies in September 2013.In response to email queries from ET NOW, Cadila Healthcare said, "" We deny this news,"" and a spokesperson for Torrent Pharma said, "" This is rumour. We strongly deny this rumour and any such kind of a development.Cadila Healthcare promoters holds 74.79% stake in the company while Torrent Pharma promoters hold 71.25% stake. According to the 2017 annual report of Cadila Healthcare, the company\'s business in Brazil faced several challenged mainly in the form of recessionary economic situation, impacting the purchasing power of general public as well as as trade channels, de-growth of the relevant market where the company has a presence and the lack of significant product approvals from the regulatory authority. In contrast, Torrent Pharma\'s Brazil business saw a strong growth of 25% in top line vis a vis the industry growth of 14% with five brands achieving annual sales greater than 20 million Brazilian Reals.In terms of key therapeutic areas of both the companies, there are overlaps in segments like pain management, gastro-intestinal , cardio-vascular and cardiac areas and dermatology with Cadila Healthcare also focusing on gynaecology and respiratory segments with Torrent Pharma also focusing on anti-diabetic , CNS ( central nervous system) and VMN segments.']"
503861,CADILA HEALTHCARE,econominc-times,"['Markets', 'Stocks', 'News']",2017-08-24 16:03:00,['ETMarkets.com'],['Cadila Healthcare surges on USFDA approval of antipsychotic drug'],"['cadila healthcare', 'usfda', 'cadila', 'Shares', 'Credit Suisse', 'zydus', 'market']",[],"['NEW DELHI:SharesofCadila Healthcaresurged over 7 per cent on Thursday after subsidiaryZydusCadila on Wednesday, receivedUSFDA\'s approval tomarketantipsychotic drug, Ziprasidone.Following the development, the stock advanced 4.62 per cent to Rs 483.85 on BSE. It opened at Rs 465.85 and touched an intraday high and low of Rs 503.90 and Rs 465.75 respectively, in the first hour of trade. The scrip settled the day at Rs 494.95, up 7.02 per cent.In a filing to BSE, the company said that the drug will be manufactured at the group\'s formulation manufacturing facility at the Pharma SEZ, Ahemadabad.""The group now has more than 140 approvals and has so far filed 300 ANDAs since 2003-04,"" it added.Global brokerag house,Credit Suissemaintained \'Outperform\' rating on the Pharma major with a target price of Rs 540 per share.Promoters held 74.79 per cent stake in the company as of June 2017.For the quarter ended June 30, 2017,CadilaHealthcare reported total revenue at 1,055.40 crore and its net profit stood at 91.40 crore.The scrip touched its fresh 52-week high of Rs 558 on June, 12, 2017 and its 52-week low of Rs 329.95 on December 26, 2016.']"
505316,CADILA HEALTHCARE,econominc-times,"['Markets', 'Stocks', 'News']",2017-08-30 15:57:00,['ETMarkets.com'],['Cadila Healthcare gains after Zydus receives EIR from USFDA'],"['cadila healthcare', 'zydus', 'cadila', 'Audit', 'usfda']",[],"[""NEW DELHI: Shares ofCadila Healthcareadvanced in Wednesday's trade afterZydusCadila received establishment inspection report from the US health regulator for its manufacturing facility in Ahmedabad, signifying a successful closure of theUSFDAaudit.Following the development, the stock gained 1.09 per cent to end the session at Rs 503.35 on BSE. It opened at Rs 504.90 and touched an intraday high and low of Rs 512.90 and Rs 500.95 respectively.In a regular statement, the company said that the Ahemadabad manufacturing unit had completed the USFDAauditfrom January 16, 2017 to January 24, 2017.Promoters held 74.79 per cent stake in the company as of June 2017. For the quarter ended June 30, 2017, the company reported total revenue at 1,055.40 crore and net profit stood at 91.40 crore.The scrip touched its fresh 52-week high of Rs 926.25 on December 28, 2016 and its 52-week low of Rs 777.50 on November 15, 2016.""]"
512931,CADILA HEALTHCARE,econominc-times,"['Markets', 'Stocks', 'Recos']",2017-09-27 08:49:00,['ETMarkets.com'],"['Sell  Cadila Healthcare, target Rs  435:   Sagar Doshi']","['Cadila Healthcare Ltd.', 'sagar doshi', 'Edelweiss Financial Services Ltd.', 'Sensex', 'nifty']",[],"['Sagar Doshi of Edelweiss Financial Services has a sell call on Cadila Healthcare with a target price of Rs 435.The current market price of Cadila Healthcare is Rs 474.30.Time period given by the analyst is intraday when Cadila Healthcare price can reach defined target.Sagar Doshi recommended to keep a stop loss at Rs 492.Cadila Healthcare, incorporated in the year 1995, is a Large Cap company (having a market cap of Rs 48,556.11 Crore) operating in Pharmaceuticals and health care sector.Cadila Healthcare key Products/Revenue Segments include Pharmaceutical Products which contributed Rs 3,098.00 Crore to Sales Value (94.60 per cent of Total Sales), Export Incentives which contributed Rs 85 Crore to Sales Value (2.59 per cent of Total Sales), Other Operating Revenue which contributed Rs 82.10 Crore to Sales Value (2.50 per cent of Total Sales) and Royalty Income which contributed Rs 9.40 Crore to Sales Value (0.28 per cent of Total Sales)for the year ending 31-Mar-2017.For the quarter ended 30-06-2017, the company has reported a Consolidated sales of Rs 2135.70 Crore, down 11.66 per cent from last quarter Sales of Rs 2,417.50 Crore and down 3.64 per cent from last year same quarter Sales of Rs 2,216.40 Crore.Company has reported net profit after tax of Rs 125.10 Crore in latest quarter.The companyâ??s top management includes Dr.Sharvil P Patel, Mr.Apurva S Diwanji, Mr.Ganesh N Nayak, Mr.Humayun R Dhanrajgir, Mr.Mukesh M Patel, Mr.Nitin R Desai, Mr.Pankaj R Patel, Ms.Dharmishta N Rawal.Company has Mukesh M Shah & Co. as its auditors.As on 30-06-2017, the company has a total of 1,023,742,600 shares outstanding.']"
513051,CADILA HEALTHCARE,econominc-times,"['Markets', 'Stocks', 'Recos']",2017-09-27 12:40:00,['ETMarkets.com'],"['Sell  Cadila Healthcare, target Rs  445:   Manas Jaiswal']","['Cadila Healthcare Ltd.', 'Market', 'Manas Jaiswal', 'Sensex', 'nifty']",[],"['Manas Jaiswalof manasjaiswal.com has a sell call on Cadila Healthcare with a target price of Rs 445.The currentmarketprice of Cadila Healthcare is Rs 462.Time period given by the analyst is intraday when Cadila Healthcare price can reach defined target.Manas Jaiswal recommended to keep a stop loss at Rs 470.Cadila Healthcare, incorporated in the year 1995, is a Large Cap company (having a market cap of Rs 48,556.11 Crore) operating in Pharmaceuticals and health care sector.The companyâ??s top management includes Dr.Sharvil P Patel, Mr.Apurva S Diwanji, Mr.Ganesh N Nayak, Mr.Humayun R Dhanrajgir, Mr.Mukesh M Patel, Mr.Nitin R Desai, Mr.Pankaj R Patel, Ms.Dharmishta N Rawal.Company has Mukesh M Shah & Co. as its auditors.As on 30-06-2017, the company has a total of 1,023,742,600 shares outstanding.']"
513273,CADILA HEALTHCARE,econominc-times,"['Markets', 'Stocks', 'Recos']",2017-09-27 08:49:00,['ETMarkets.com'],"['Sell  Cadila Healthcare, target Rs  435:   Sagar Doshi']","['Cadila Healthcare Ltd.', 'sagar doshi', 'Edelweiss Financial Services Ltd.', 'Sensex', 'nifty']",[],"['Sagar Doshi of Edelweiss Financial Services has a sell call on Cadila Healthcare with a target price of Rs 435.The current market price of Cadila Healthcare is Rs 474.30.Time period given by the analyst is intraday when Cadila Healthcare price can reach defined target.Sagar Doshi recommended to keep a stop loss at Rs 492.Cadila Healthcare, incorporated in the year 1995, is a Large Cap company (having a market cap of Rs 48,556.11 Crore) operating in Pharmaceuticals and health care sector.Cadila Healthcare key Products/Revenue Segments include Pharmaceutical Products which contributed Rs 3,098.00 Crore to Sales Value (94.60 per cent of Total Sales), Export Incentives which contributed Rs 85 Crore to Sales Value (2.59 per cent of Total Sales), Other Operating Revenue which contributed Rs 82.10 Crore to Sales Value (2.50 per cent of Total Sales) and Royalty Income which contributed Rs 9.40 Crore to Sales Value (0.28 per cent of Total Sales)for the year ending 31-Mar-2017.For the quarter ended 30-06-2017, the company has reported a Consolidated sales of Rs 2135.70 Crore, down 11.66 per cent from last quarter Sales of Rs 2,417.50 Crore and down 3.64 per cent from last year same quarter Sales of Rs 2,216.40 Crore.Company has reported net profit after tax of Rs 125.10 Crore in latest quarter.The company?s top management includes Dr.Sharvil P Patel, Mr.Apurva S Diwanji, Mr.Ganesh N Nayak, Mr.Humayun R Dhanrajgir, Mr.Mukesh M Patel, Mr.Nitin R Desai, Mr.Pankaj R Patel, Ms.Dharmishta N Rawal.Company has Mukesh M Shah & Co. as its auditors.As on 30-06-2017, the company has a total of 1,023,742,600 shares outstanding.']"
513328,CADILA HEALTHCARE,econominc-times,"['Markets', 'Stocks', 'Recos']",2017-09-27 12:40:00,['ETMarkets.com'],"['Sell  Cadila Healthcare, target Rs  445:   Manas Jaiswal']","['Cadila Healthcare Ltd.', 'Market', 'Manas Jaiswal', 'Sensex', 'nifty']",[],"['Manas Jaiswalof manasjaiswal.com has a sell call on Cadila Healthcare with a target price of Rs 445.The currentmarketprice of Cadila Healthcare is Rs 462.Time period given by the analyst is intraday when Cadila Healthcare price can reach defined target.Manas Jaiswal recommended to keep a stop loss at Rs 470.Cadila Healthcare, incorporated in the year 1995, is a Large Cap company (having a market cap of Rs 48,556.11 Crore) operating in Pharmaceuticals and health care sector.The company?s top management includes Dr.Sharvil P Patel, Mr.Apurva S Diwanji, Mr.Ganesh N Nayak, Mr.Humayun R Dhanrajgir, Mr.Mukesh M Patel, Mr.Nitin R Desai, Mr.Pankaj R Patel, Ms.Dharmishta N Rawal.Company has Mukesh M Shah & Co. as its auditors.As on 30-06-2017, the company has a total of 1,023,742,600 shares outstanding.']"
513482,CADILA HEALTHCARE,econominc-times,"['Markets', 'Stocks', 'Recos']",2017-09-28 09:42:00,['ETMarkets.com'],"['Sell  Cadila Healthcare, target Rs  455.30:   ICICI Direct']","['Cadila Healthcare Ltd.', 'Market', 'Sensex', 'ICICI Direct', 'nifty']",[],"['ICICI Directhas a sell call on Cadila Healthcare with a target price of Rs 455.30.The currentmarketprice of Cadila Healthcare is Rs 454.15.Time period given by analyst is intraday when Cadila Healthcare price can reach defined target.ICICI Direct recommended to keep a stop loss at Rs 467.20.Cadila Healthcare, incorporated in the year 1995, is a Large Cap company (having a market cap of Rs 46,472.80 Crore) operating in Pharmaceuticals and health care sector.Cadila Healthcare key Products/Revenue Segments include Pharmaceutical Products which contributed Rs 3,098 Crore to Sales Value (94.60 per cent of Total Sales), Export Incentives which contributed Rs 85 Crore to Sales Value (2.59 per cent of Total Sales), Other Operating Revenue which contributed Rs 82.10 Crore to Sales Value (2.50 per cent of Total Sales) and Royalty Income which contributed Rs 9.40 Crore to Sales Value (0.28 per cent of Total Sales)for the year ending 31-Mar-2017.For the quarter ended 30-06-2017, the company has reported a Consolidated sales of Rs 2,135.70 Crore, down 11.66 per cent from last quarter Sales of Rs 2,417.50 Crore and down 3.64 per cent from last year same quarter Sales of Rs 2,216.40 Crore.Company has reported net profit after tax of Rs 125.10 Crore in latest quarter.The company?s top management includes Dr.Sharvil P Patel, Mr.Apurva S Diwanji, Mr.Ganesh N Nayak, Mr.Humayun R Dhanrajgir, Mr.Mukesh M Patel, Mr.Nitin R Desai, Mr.Pankaj R Patel, Ms.Dharmishta N Rawal.Company has Mukesh M Shah & Co. as its auditors.As on 30-06-2017, the company has a total of 1,023,742,600 shares outstanding.']"
525487,CADILA HEALTHCARE,econominc-times,"['Markets', 'Stocks', 'News']",2017-11-10 16:01:00,['ETMarkets.com'],['Cadila Healthcare falls after coming under CDSCO scanner'],"['cadila healthcare', 'Shares', 'bse', 'zydus', 'cadila']",[],"['NEW DELHI:SharesofCadila Healthcarefell nearly 3 per cent on Friday after a media report suggested that two domestic drug makers includingZydusCadila are under the scanner of the pharmaceutical regulator Central Drug Standards Control Organization (CDSCO) for allegedly launching a combination drug to treat hypertension without mandatory prior approval.Following the development, the stock declined 2.80 per cent to close the session at Rs 465.25 onBSE. It opened at Rs 476 and touched an intraday high and low of Rs 478 and Rs 463.50 respectively.The Central Drug Standards Control Organization (CDSCO) initiated an inquiry against ZydusCadilaand Intas Pharmaceuticals after receiving a complaint from another drug company conducting clinic trials for the launch of the same project, said a senior CDSCO official on condition of anonymity, said the media report.Promoters held 74.79 per cent stake in the company as of September 2017.On the BSE, 1.19 lakh shares were traded on the counter, as compared to a two-week average of 1 lakh shares.The scrip touched its fresh 52-week high of Rs 558 on June 12, 2017 and its 52-week low of Rs 329.95 on December 26, 2016.']"
526720,CADILA HEALTHCARE,econominc-times,"['Markets', 'Stocks', 'Earnings']",2017-11-14 19:39:00,['PTI'],['Cadila Healthcare Q2 profit up 32% at Rs 503 crore'],"['cadila healthcare', 'Shares']",[],"['Drug firmCadila Healthcaretoday reported a 32.48 per cent rise in its consolidated net profit to Rs 503.3 crore for the second quarter ended September 30, mainly on account of robust sales in the US and India.The company had posted a net profit of Rs 379.9 crore for the corresponding period of the previous fiscal, Cadila Healthcare said in a BSE filing.Consolidated total revenue from operations also rose to Rs 3,234 crore for the quarter under consideration as against Rs 2,403.5 crore in the same period a year ago.The company\'s sales in the US rose by 66 per cent to Rs 1,644 crore for the quarter ended September 30, Cadila Healthcare said.The Indian formulations business also grew by 15 per cent, excluding the excise duty, to Rs 895 crore, it added.""During the quarter, the company launched four new products in the US, including Mesalamine delayed release 1.2 g tablets (generic version of Lialda) with a 180 days exclusivity,"" Cadila Healthcare said.Sharesof Cadila Healthcare were today closed at Rs 448.50 per scrip on BSE, down 0.50 per cent from its previous close.']"
531638,CADILA HEALTHCARE,econominc-times,"['Industry', 'Healthcare/Biotech', 'Pharmaceuticals']",2017-12-07 16:50:00,['PTI'],"['Lupin, Cadila Healthcare recall drugs in US']","['Lupin', 'Cadila Healthcare', 'Zydus Pharmaceuticals', 'Lupin Pharmaceuticals', 'United States Food and Drug Administration']","['Lupin Pharmaceuticals is recalling 1,11,648 units of Duloxetine delayed-release capsules USP, in the strength of 30 mg.']","['Drug firmsLupinandCadila Healthcareare recalling nearly 1.11 lakh units of Duloxetine delayed-release capsules and 19,812 bottles of Paroxetine tablets, respectively, from the US market, the US health regulator has said.Lupin Pharmaceuticals is recalling 1,11,648 units of Duloxetine delayed-release capsules USP, in the strength of 30 mg, on account of failed dissolution specification, theUnited States Food and Drug Administration(USFDA) said in its latest Enforcement Report.The drug was manufactured by Lupin Goa, the report added.The ongoing voluntary nationwide recall is a class III recall, it said.Zydus Pharmaceuticals USA Inc, arm of Cadila Healthcare, is also recalling 19,812 bottles of Paroxetine tablets in the strength of 30 mg from the US market.The reason for the ongoing voluntary nationwide recall is ""presence of foreign tablets/capsules: Risperidone tablets were found in bottle of Paroxetine tablets"", the report stated.The product was manufactured by Cadila Healthcare and the recall is a class II recall, the regulator added.A class II recall is initiated in a ""situation in which use of or exposure to a violative product may cause temporary or medically reversible adverse health consequences or where the probability of serious adverse health consequences is remote"".A class III recall, on the other hand, kicks in where use of or exposure to a violative product is not likely to cause adverse health consequences.']"
539243,CADILA HEALTHCARE,moneycontrol,Stocks,2018-01-19 11:57:00,['Moneycontrol.com'],Cadila Healthcare gains 3% after Dabhasa API unit successfully completes USFDA inspection,"['Buzzing Stocks', 'Cadila Healthcare']","['The US Food and Drug Administration inspected its API manufacturing facility at Dabhasa (in Gujarat) from January 15-19, 2018']","['Cadila Healthcareshares rallied more than 3 percent intraday Friday after its Dabhasa API facility successfully completed the USFDA inspection.""....announced today that the US Food and Drug Administration inspected its API manufacturing facility at Dabhasa (in Gujarat) from January 15-19, 2018,"" the pharma company said in its filing.At the end of inspection, no observation (483) is issued, it added.At 11:45 hours IST, the stock price was quoting at Rs 449, up Rs 12.90, or 2.96 percent on the BSE.']"
541140,CADILA HEALTHCARE,moneycontrol,Announcements,2018-01-10 12:02:00,['Moneycontrol.com'],"Cadila Healthcare to consider December quarter numbers on February 08, 2018",['Announcements'],"['We hereby inform that the meeting of the Board of Directors of the Company will be held on Thursday, February 8, 2018 to consider apart from other agenda items to approve the unaudited financial results for the quarter / nine months ended on December 31, 2017.<']","['We hereby inform that the meeting of the Board of Directors of the Company will be held on Thursday, February 8, 2018 to consider apart from other agenda items to approve the unaudited financial results for the quarter / nine months ended on December 31, 2017.Further, as per code of conduct for prevention of Insider Trading adopted by the Company under SEBI [Prohibition of Insider Trading] Regulations, 2015, the Trading Window will remain closed from January 28, 2018 to February 10, 2018 for all Directors and Designated Officers of the Company.Source : BSERead More']"
543436,CADILA HEALTHCARE,moneycontrol,Stocks,2017-12-29 12:13:00,['Moneycontrol.com'],Cadila Healthcare rises over 2% as Zydus receives USFDA nod for antiobsessional drug,['Buzzing Stocks'],['The Group now has more than 180 approvals and has so far filed over 310 ANDAs since the commencement of filing process in FY04.'],"[""Cadila Healthcareshares gained 2.4 percent intraday Friday after its US subsidiary received approval from the US health regulator for antiobsessional drug.Zydus Pharmaceuticals (USA) Inc, a wholly owned subsidiary of Cadila Healthcare, has received the final approval from the US Food and Drug Administration (USFDA) to market Clomipramine Hydrochloride capsules USP, the healthcare company said in its filing.These capsules will be available in strengths of 25 mg, 50 mg and 75 mg.The drug is used to treat obsessive compulsive disorder which is characterised by uncontrollable, re-occurring thoughts (obsessions) and behaviours (compulsions).It will be manufactured at group's formulations manufacturing facility at SEZ, Ahmedabad, it said.The Group now has more than 180 approvals and has so far filed over 310 ANDAs since the commencement of filing process in FY04.At 12:06 hours IST, the stock price was quoting at Rs 430.85, up Rs 5.95, or 1.40 percent on the BSE.""]"
544628,CADILA HEALTHCARE,moneycontrol,Stocks,2017-12-21 13:36:00,['Moneycontrol.com'],Cadila Healthcare gains 3% on USFDA approval to market hypertension drug,['Buzzing Stocks'],['The group now has more than 180 approvals and so far filed over 310 abbreviated new drug applications (ANDAs) since it commenced filings in FY04.'],"[""Cadila Healthcareshares gained more than 3 percent intraday Thursday on getting approval from USFDA for hypertension drug.Zydus Pharmaceuticals (USA) Inc, a wholly subsidiary of Cadila Healthcare, has received final approval from the US Food and Drug Administration to market Nifedipine extended release tablets.These tablets are available in the strengths of 30mg, 60mg and 90 mg.The drug is used in treatment of hypertension (high blood pressure) and angina (chest pain).The company will produce the drug at the group's formulations manufacturing facility at SEZ, Ahmedabad.The group now has more than 180 approvals and so far filed over 310 abbreviated new drug applications (ANDAs) since it commenced filings in FY04.At 13:25 hours IST, the stock price was quoting at Rs 429.60, up Rs 9.60, or 2.29 percent on the BSE.""]"
