,Company,Source,Category,Date,Author,Title,Tags,Subtitle,Content
393101,AUROBINDO PHARMA,econominc-times,"['Industry', 'Healthcare/Biotech', 'Pharmaceuticals']",2016-05-17 14:30:00,['PTI'],['Aurobindo Pharma gets USFDA nod for opioid analgesic tablets'],"['USFDA', 'Aurobindo Pharma', 'Abbreviated New Drug Application', 'Dilaudid', 'Purdue Pharma', 'Hydromorphone Hydrochloride']",['The company has received final approval from USFDA to manufacture and market Hydromorphone Hydrochloride tablets.'],"['NEW DELHI:Aurobindo Pharmahas received final approval from the US health regulator to manufacture and market opioid analgesicHydromorphone Hydrochloridetablets in the American market.""The company has received final approval from the US Food and Drug Administration (USFDA) to manufacture and market Hydromorphone Hydrochloride tablets USP, 2 mg, 4 mg, and 8 mg,"" Aurobindo Pharma said in a BSE filing.The approved product is a generic version ofPurdue Pharma\'sDilaudidtablets in the same strengths, it added.According to IMS, the product has an estimated market size of $50 million for the 12 months ending March, Aurobindo Pharma said.Hydromorphone Hydrochloride tablets is used to relieve moderate to severe pain in patients where the use of an opioid is appropriate, it added.The company has a total of 263Abbreviated New Drug Application(ANDA) approvals (225 final approvals including 12 from Aurolife Pharma LLC and 38 tentative approvals) from the USFDA.Shares of Aurobindo Pharma were trading 0.56 per cent down at Rs 784.80 on BSE in the afternoon session.']"
397621,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2016-05-31 13:34:00,['ET Now'],"['Buy Aurobindo Pharma, target Rs 1050: BofA-ML']","['Aurobindo Pharma', 'US']",[],"['BofA-ML maintains a buy rating onAurobindo Pharmapost March quarter results with a 12-month target price of Rs 1050.Sustained operational momentum was largely in line with our and consensus estimates. The US biz growth on new launches in the oral and injectable segment and Natrol is a positive sign.The EBITDA margins came at 23.5%. The miss was largely on account of higher R&D.; Actavis turns profitable during the year led by product pruning and cost efficiencies, said the global investment bank.']"
397727,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'News']",2016-05-31 16:32:00,['PTI'],['Aurobindo Pharma Q4 profit jumps 40%'],"['Aurobindo Pharma', 'Sun Pharmaceutical Industries Ltd', 'Mumbai', 'united states', 'europe', 'Market']",[],"[""MUMBAI:Aurobindo PharmaLtd, India's fourth-largest drugmaker by sales, said higher sales in theUnited Statesand emerging markets helped its fourth-quarter net profit grow 40 percent, above estimates, sending shares up as much as 4 percent.Net profit for the January-March quarter rose to 5.63 billion rupees ($83.9 million) from 4.03 billion rupees a year earlier, Aurobindo said in a statement late on Monday.Analysts had forecast profit of 5.55 billion rupees, according to an average of nine estimates polled by Thomson Reuters.The company's shares ended higher by 4.04 percent on Tuesday, while the broadermarketwas down 0.22 percent.Sales in emerging markets and the United States, Aurobindo's largest market, were up about 25 percent each, whileEuropesales were up about 9 percent, the company said.Aurobindo has benefited over the past year from a spate of new drug approvals in the United States at a time when many of its peers are grappling with a slower approvals pace due to regulatory actions. Aurobindo, which gets about 85 percent of its sales from international markets, said it received U.S. approval to sell 17 new products in the fourth quarter.Separately, larger rivalSun Pharmaceutical Industries Ltdreported fourth-quarter profit below estimates, and forecast lower-than-expected annual sales on Tuesday.""]"
397983,AUROBINDO PHARMA,econominc-times,"['Industry', 'Healthcare/Biotech', 'Pharmaceuticals']",2016-06-01 05:49:00,['ET Bureau'],"['Aurobindo Pharma to keep focus on drug launches in US, costs in Europe']","['Aurobindo Pharma', 'Business', 'hyderabad', 'US', 'technology', 'portfolio', 'europe']",[],"['HYDERABAD:Aurobindo Pharma, Indian drug firm with the highest number of USFDA product approvals, proposes to focus on increased Abbreviated New Drug Application (ANDA) filings and new differentiated product launches to maintain its growth.The company posted a growth of 15% in sales and 26% in profit in the fiscal year ended March 2016.During the year, the Hyderabad-based medicine producer posted a consolidated net profit of Rs 1,982 crore on a consolidated net income of Rs 13,896 crore, thanks to the enriched sales of generic drugs in the US andEurope.The two keyglobal markets? US and Europe ? accounted for two-thirds of the company\'s revenues at Rs 9,277 crore. Its EBIDTA (earningsbefore interest, depreciation, taxation and amortisation) margin improved to 23.1% from 21.2% in the previous fiscal and net profit margin rose to 14.3% from 13%. Also, the company saw the contribution of its formulations, or finished dosages, improving to 79% of total sales from 77.9% in 2014-15.Thanks to the new launches in the oral and injectable segment and Natrol (acquiredbusinessin the US), the company saw its US formulations business contributing 44% to its total revenues with a growth of 27% during the year.""We continue our growth journey with higher number of ANDA approvals, new launches and better integration of acquired businesses. With growth coming from all business verticals, focus remains on new launches in the US and improved cost efficiencies in EU,"" said Aurobindo Pharma\'s managing director N Govindarajan.""In addition, our work continues on new businesses and differentiatedtechnologyplatforms which will drive our future growth."" The stock rose 4.12% to Rs 785.55 on the BSE on Tuesday.Aurobindo Pharma currently hasportfolioof 398 ANDAs in the US with 251 approvals including 36 tentative approvals.']"
398858,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2016-06-03 15:42:00,['ET Now'],"['Buy Aurobindo Pharma, target Rs 943: Prabhudas Lilladher']","['Aurobindo Pharma', 'portfolio']",[],"['Prabhudas Lilladher maintains buy onAurobindo Pharmapost March quarter results with a 12-month target price of Rs 943.Aurobindo reported 17 per cent growth in sales to Rs36.7bn and 39 per cent growth in PAT to Rs5.6bn with 22 per cent EBITDA margin in Q4FY16. The company\'s sales were a tad below estimates as there were no major launches of the approvedportfolio.""The stock currently trades at 17.4x and 14.2x FY17E and FY18E. We expect growth in the valuation will be triggered with approvals of large products and higher contribution from injectable in FY17E onwards,"" said the brokerage note.']"
399482,AUROBINDO PHARMA,econominc-times,"['Industry', 'Healthcare/Biotech', 'Pharmaceuticals']",2016-06-06 11:56:00,"['ByNamrata Singh,Shubham Mukherjee, TNN']",['Aurobindo Pharma gets best value from payout to CEO in 3 years'],"['Aurobindo Pharma', 'ICICI bank', 'State Bank Of India', 'Bharat Petroleum', 'Mumbai', 'Business', 'India']","['The company paid its CEO, M Govindarajan, an average annual compensation of Rs 9.5 crore, which is above the average CEO salary during the period.']","['MUMBAI: CEO salaries have seen a spike during the last decade as the occupant of the corner office operates in a challenging VUCA world?volatility, uncertainty, complexity and ambiguity. With CEOs taking home large payouts, there has been a greater scrutiny over his/her performance.The scrutiny has moved from a simplistic calculation of the return on CEO pay over profits to a holistic view covering other key financial parameters. So, which Indian company got the best value for its payout to a CEO?Aurobindo Pharmaextracted the best value from the payout to its CEO, followed by Britannia Industries and Bharat Forge over a three-year period?2012-13 to 2014-15.In a study commissioned byTOIto global staffing company Randstad, Aurobindo Pharma got an overall score of 386/600 based on six parameters. The company paid its CEO, M Govindarajan, an average annual compensation of Rs 9.5 crore, which is above the average CEO salary during the period.The results for the study, \'CEO Compensation & Company Performance\', were based on six parameters ? returns on compensation (profit/CEO pay), change in revenue, operating margin, profit after tax,marketcapitalization and debt. For the study, the financial performance of BSE 100 companies was analysed for the three-year period based on their annual reports. Idea Cellular,Bharat Petroleum, Axis Bank, HCL Technologies,State Bank of India,ICICI Bankand Lupin were the next on the top 10 list which were able to maximize gains from CEO payouts.RandstadIndiaMD & CEO Moorthy K Uppaluri said the current CEO compensation structure is set to undergo a paradigm shift with higher emphasis on performance-based pay and stock awards. ""CEOs are increasingly accepting such results-driven compensation structures which are outcome-based and linked to the company\'s success. The average CEO compensation was Rs 7.6 crore in FY 2015, a 17% increase over the previous year\'s average,"" said Uppaluri.Britannia Industries, which came second with an overall score of 303, paid an average compensation of around Rs 4.3 crore to CEO Varun Berry. Bharat Forge, third on the list with a score of 297, shelled out around Rs 13.2 crore as salary to its CMD B N Kalyani, while Aditya Birla Group company Idea Cellular, which ranked fourth, gave its MD Himanshu Kapania around Rs 6.6 crore.When contacted, Aurobindo Pharma declined to comment. Santrupt Misra, CEO, carbon blackbusiness& director, group HR, Aditya Birla Management Corporation, said: ""Idea is and has been a strong performing company due to a combination of factors such as leadership, strong talent base, performance ethics and clearly focused strategy and meticulous execution."" Misra, however, said the group does not judge leaders only in terms of financial performance but rather with a more comprehensive set of metrics that include qualitative aspects as well such as leadership and talent development, a strong customer and supplier connect and creating value for stakeholders.For FY13-FY15, CEO compensation grew by 25%, while revenues increased by 14.6%, ebitda (earningsbefore interest, tax, depreciation & amortization) margins were flat at 0.3% growth and PAT was up by 12%. Market-cap for the companies grew by 42% while long-term debt on their books increased by 16%.Promoter-owned and run companies had on an average the highest CEO compensation, the study revealed. The average salary paid out to CEOs, for the period, was Rs 6.5 crore. PSUs offered the best return on CEO compensation given the low base of salaries. Nine out of the top 10 companies that offered the best PAT/compensation multiple were PSUs. SBI, Coal India and ONGC were the top 3 companies on that parameter.Harsh Goenka, chairman RPG Enterprises, says ""how much is too much"" is currently engaging boards of many Indian companies. ""Salaries of CEOs have increased exponentially but so has the complexity. A CEO today is not only a leader, but also a strategist, a tactician, a coach, a troubleshooter, a mediator, an innovator and much more. It is impossible to relate CEO salary with just PAT or one particular matrix, but a combination of them,"" he said.However, one top CEO, who did not wish to be identified, said CEO pay is out of whack and more due diligence is required while fixing compensation. ""It needs to be done in a more transparent way. Ideally, by a remuneration committee taking into account similar sized companies in the sector. The gap in the ratio between the common worker and the CEO is huge.""']"
400991,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2016-06-10 09:07:00,['ET Now'],"['Sell Aurobindo Pharma, target Rs 725: Mitesh Thacker']","['Aurobindo Pharma', 'ET', 'et now']",[],"[""In a chat withET Now, Mitesh Thacker of miteshthacker.com, sellAurobindo Pharmawith a targtof Rs 725 and a stop loss of Rs 769ET Now: What would you recommend?Mitesh Thacker:Aurobindo Pharma is a 'SELL' call with a target of Rs 725 and a stop loss of Rs 769""]"
401376,AUROBINDO PHARMA,econominc-times,"['Markets', 'Expert View']",2016-06-11 13:44:00,['ET Now'],"['Sell ACC, Aurobindo Pharma, buy Finolex Cables: Sacchitanand Uttekar, Motilal Oswal']","['ACC', 'Motilal Oswal', 'Aurobindo Pharma', 'Finolex Cables', 'nifty', 'equities', 'opinion']",[],"[""In a chat withET Now, Sacchitanand Uttekar, Technical AnalystEquities,Motilal Oswal, says expects 8300Niftyto test lower levels of 8000. Edited excerptsETNow: In the futures and options side, it seems like call writing at 8300 is suggesting that there is a pause to this rally which is coming in with yesterday's pullback?Sacchitanand Uttekar:Yes, absolutely. In fact, if you look at the last week of May, wherein we saw a stupendous rally in Nifty from the levels of 7700. There was a gain of around 5.5 per cent in just a span of six trading sessions but if you look at this current calendar, we have already passed around six trading sessions and Nifty has moved just about a per cent or so. 8300 has been acting as a very strong resistance and what we are expecting is a cool off. In fact, if you look at the momentum oscillator, it is clearly placed in the overbought zone and it is auguring well for a correction. So we expect 8300 to be capped for sometime and we expect the lower level of around 8000 to be tested. This is not a broader change in trend but yes we have seen a stupendous rally and we may see some cool off and a very healthy correction is something that is expected in themarket.ET Now: Help our viewers to navigate through the session tomorrow with some trading ideas.Sacchitanand Uttekar:As you have discussed, we expect some weakness in the market, so we also expect some unwinding pressure in some of the names which were outperforming.ACCis one particular stock where we are seeing a stupendous rally but if you look at the level of 1550 closely, we are getting some traces of unwinding. Even if you look at the momentum oscillator, we are seeing a negative divergence getting formed there. So from a selling perspective, Rs 1565 can be a stop loss for this particular trade where we expect the stock to move down below Rs 1500 levels, Rs 1500, Rs 1480 are the likely targets for this particular trade.The second stock that we are negative on is Aurobindo Pharma. If you look at the overall sector, the sector has been underperforming. There are lot of selling pressure which is very much evident. If you look at the long-term charts, we are seeing falling three kind of pattern on the monthly scale indicating a target right up to Rs 680. A stop loss can be placed around Rs 781 and fresh shorts can be initiated inAurobindo Pharmaat this level.One contradictingopinionis onFinolex Cablesfrom the midcap area wherein we have seen a strong breakout from rounding pattern and the continuation pattern post that which is indicating further strength. So we expect momentum to continue in a stock like Finolex Cables which can be bought with the stop loss at around Rs 345 and trading target of around Rs 400.""]"
404181,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2016-06-20 15:09:00,['ET Now'],"['Sell Aurobindo Pharma, target Rs 680: Sacchitanand Uttekar']",['Aurobindo Pharma'],[],"['Sacchitanand Uttekar, Equity Technical Analyst at Motilal Oswal Securities recommends a sell rating onAurobindo Pharmawith a target price of Rs 680 and a strict stop loss placed at Rs 770. The stock has slumped 16 per cent so far in the calendar year 2016. The stock is looking bullish on the charts.Aurobindo Pharma is a low beta stock (0.80) and is trading well below its 50-day, 100-day and 200-day moving average of Rs 772.45, Rs 771.85 and Rs 745.60, respectively, as per data collated by ETMarkets.com. The stock is trading with a P/E of 26.47 and P/B of 8.36.']"
407275,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2016-06-30 13:16:00,['ET Now'],"['Buy Aurobindo Pharma, target Rs 1100: Motilal Oswal']",['Aurobindo Pharma'],[],"['Motilal Oswal maintains a buy rating onAurobindo Pharmawith a 12-month target price of Rs 1100. Despite a strong growth phase in the last five years, the brokerage firm believes that Aurobindo is well poised to maintain this growth momentum for the next few years.Aurobindo trades at 13x FY18E EPS, at 20-30% discount to large cap peers. Going ahead, valuation gap is expected to narrow down on the back of increasing profitability and strong free cash flow generation.']"
412779,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2016-07-18 08:57:00,['ET Now'],"['Sell Aurobindo Pharma, target Rs 740: Kunal Bothra']","['Market', 'Aurobindo Pharma']",[],['Kunal Bothra of LKP Securities has a sell call onAurobindo PharmaLtd. with a target price of Rs 740. The currentmarketprice of Aurobindo Pharma Ltd. is Rs 760.75. Kunal Bothra recommended to keep stop loss at Rs 775..']
413674,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'News']",2016-07-20 10:17:00,['ET Online'],['Aurobindo Pharma climbs 4% as JPM initiates coverage with overweight rating'],"['Aurobindo Pharma', 'ANDA approvals', 'BSE', 'us market', 'JP Morgan']",[],"['NEW DELHI: Shares ofAurobindo Pharmajumped about 4 per cent in Wednesday\'s trade after foreign brokerageJP Morganinitiated coverage on the stock with an overweight rating.The brokerage has a target price of Rs 900, which at Tuesday\'s closing of Rs 759.30 onBSEsuggested an 18 per cent upside potential for the stock.Following the development, the stock jumped 3.74 per cent to hit a high of Rs 787.75 on the exchange. The stock had hit its 52-week high of Rs 891.50 on December 30, 2015.The brokerage said the valuation discount for the stock to its largecap peers has narrowed to 25-30 per cent. The global investment bank expects a re-rating on the stock as the drugmarker monetises strong pipeline for theUS market.FasterANDA approvalsare possible, given the fact that there are no pending regulatory issues at its facilities, it said. ""The margin expansion and net debt reduction are likely to act as biggest triggers over the next two years,"" the investment bank said.The company may see a margin expansion of 150 bps by FY18 despite near doubling of R&D; expenses, it said.']"
413710,AUROBINDO PHARMA,econominc-times,"['Industry', 'Healthcare/Biotech', 'Pharmaceuticals']",2016-07-20 11:34:00,['PTI'],['Aurobindo Pharma gets FDA nod for rosuvastatin calcium tabs'],"['Aurobindo Pharma', 'Aurobindo', 'Crestor tablets', 'Food', 'US']","['""The company has received final approval by the US Food and Drug Administration (US FDA) for Rosuvastatin Calcium tablets,"" Aurobindo Pharma said in a BSE filing.c']","['NEW DELHI:Aurobindo Pharmahas received final approval from the US health regulator USFDA for rosuvastatin calcium tablets, used in lowering cholesterol.""The company has received final approval by the USFoodand Drug Administration (US FDA) for Rosuvastatin Calcium tablets,""AurobindoPharma said in a BSE filing.It further said: ""Aurobindo was one of the first ANDA applicants to submit a substantially complete ANDA with a paragraph IV certification, therefore, Aurobindo is eligible for 180 days of generic drug shared exclusivity. The product is launched in the US market.""Rosuvastatin calcium tablets are generic version ofCrestor tabletsof IPR Pharmaceuticals, Inc. Approval has been granted in the strengths of 5 mg, 10 mg, 20 mg and 40 mg.Crestor is used to lower cholesterol and fats (triglycerides) in the blood and is used to reduce the chances of developing problems such as heart disease and strokes.Quoting IMS sales data for the 12 months to May 2016, Aurobindo Pharma said Rosuvastatin calcium tablets achieved annual sales of around USD 6.78 billion.Aurobindo Pharma currently has a total of 274 ANDA approvals (234 final approvals including 13 from Aurolife Pharma LLC and 40 tentative approvals) from the US.Stock of Aurobindo Pharma was trading 3.87 per cent higher at Rs 788.65 in the morning trade on BSE.']"
413731,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2016-07-20 12:27:00,['ET Now'],"['Overweight Aurobindo Pharma, target Rs 900:  JP Morgan']","['Market', 'Aurobindo Pharma']",[],"['JP Morgan has an overweight call onAurobindo PharmaLtd. with a target price of Rs 900. The currentmarketprice of Aurobindo Pharma Ltd. is Rs 788. Time period given by analyst is year, when Aurobindo Pharma Ltd. price can reach defined target. The valuation discount to its large cap peers has narrowed down to to 25-30 per cent. Re-rating is expected from the monetization of its strong pipeline for the US market. Faster ANDA approvals are possible given the fact that there are no pending regulatory issues in its facilities. The margin expansion and net debt reduction are likely to act as biggest triggers over the next 2 years. The global investment bank estimate margin expansion 150 bps by FY18 despite near doubling of R&D.;']"
414131,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2016-07-21 12:15:00,['ET Now'],"['Buy Aurobindo Pharma Ltd., target Rs 1170:  Citigroup']",['Aurobindo Pharma Ltd.'],[],"['Citigroup has a buy call onAurobindo Pharma Ltd.with a target price of Rs 1170. The current market price of Aurobindo Pharma Ltd. is 803.45. Time period given by analyst is year, when Aurobindo Pharma Ltd. price can reach defined target. The EU has turned around ahead of plan and remains the primary focus. The net debt has declined consistently and the trend should sustain. The global brokerage firm further added that they are seeing encouraging progress on complex generics. The management added that they would have capacity by FY17 end to support $3.5-4 billion in sales.']"
414141,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2016-07-21 13:35:00,['ET Now'],"['Buy Aurobindo Pharma Ltd., target Rs 840:  Swati Hotkar']","['Nirmal Bang', 'Aurobindo Pharma Ltd.', 'S&P BSE Sensex']",[],['Swati Hotkar ofNirmal BangSecurities has a buy call onAurobindo Pharma Ltd.with a target price of Rs 840. The current market price of Aurobindo Pharma Ltd. is 807.5. Swati Hotkar recommended to keep stop loss at Rs 790.']
418250,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2016-08-03 09:08:00,['ET Now'],"['Sell Aurobindo Pharma, target Rs 732 :  Siddarth Bhamre']","['Market', 'Aurobindo Pharma Ltd', 'Siddarth Bhamre']",[],['Siddarth Bhamreof ET Now has a sell call onAurobindo Pharma Ltd. with a target price of Rs 732. The currentmarketprice of Aurobindo Pharma Ltd. is Rs 765.2. Siddarth Bhamre recommended to keep stop loss at Rs 778.']
420694,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2016-08-12 08:30:00,['ET Bureau'],"['Buy Aurobindo Pharma, target Rs 785.0 :  Shrikant Chouhan']","['Aurobindo Pharma Ltd.', 'S&P BSE Sensex']",[],"['Shrikant Chouhan of Kotak Securities Limited has Buy call onAurobindo Pharma Ltd.with a target price of Rs 785.0. The current market price of Aurobindo Pharma Ltd. is 750.05. Time period given by analyst is Intra Day, when Aurobindo Pharma Ltd. price can reach defined target. Shrikant Chouhan recommended to keep stop loss at Rs 735.0.']"
423131,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2016-08-22 08:51:00,['ET Now'],"['Buy Aurobindo Pharma Ltd., target Rs 800.0 :  Kunal Bothra']","['Market', 'Aurobindo Pharma Ltd.', 'Kunal Bothra']",[],['Kunal Bothraof ET Now has Buy call onAurobindo Pharma Ltd.with a target price of Rs 800.0. The currentmarketprice of Aurobindo Pharma Ltd. is 763.65. Kunal Bothra recommended to keep stop loss at Rs 745.0.']
423253,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2016-08-22 14:28:00,[''],"['Buy Aurobindo Pharma Ltd., target Rs 785.0 :  Reliance Securities']","['Market', 'Aurobindo Pharma Ltd.', 'Reliance Securities']",[],"['Reliance Securitieshas Buy call onAurobindo Pharma Ltd.with a target price of Rs 785.0. The currentmarketprice of Aurobindo Pharma Ltd. is 753.85. Time period given by analyst is Intra Day, when Aurobindo Pharma Ltd. price can reach defined target. Reliance Securities recommended to keep stop loss at Rs 755.0.']"
423669,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'News']",2016-08-23 20:35:00,['PTI'],['Aurobindo Pharma Q1 net profit up 24% at Rs 585 crore'],"['Aurobindo Pharma', 'new', 'Shares', 'in', 'n', 'of aurobindo pharma', 'aurobindo pharma md n govindarajan']",[],"['NEWDELHI: Drug firmAurobindo Pharmatoday reported a 23.81 per cent rise in consolidated net profit to Rs 584.96 crore for the first quarter ended June 30, 2016, mainly on account of robust sales.The company had posted a net profit after taxes, minority interest and share of profit of joint ventures of Rs 472.45 crore for the corresponding period of the previous fiscal, Aurobindo Pharma said in a filing to BSE.Consolidated total income from operations also rose to Rs 3,725.90 crore for the quarter under consideration as against Rs 3,298.93 crore for the same period a year ago.Sharesof Aurobindo Pharma today closed at Rs 736.30 per scrip on BSE, down 1.84 per cent from its previous close.Commenting on the results, Aurobindo Pharma MDNGovindarajan, said: ""The quarter started with a double digit growth year on year on the back of overallbusinessperformance. With focus on execution and capability enhancements we continue to progress on specialty generics for a sustained long term growth.""']"
423807,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'News']",2016-08-24 09:52:00,['ET Online'],['Aurobindo Pharma shares surge on decent Q1 results'],"['BSE', 'Taxes', 'Aurobindo Pharma']",[],"['NEW DELHI: Shares of drug firmAurobindo Pharmarose over 4 per cent in morning trade on Wednesday, a day after it reported a 23.81 per cent increase in consolidated net profit at Rs 584.96 crore for the first quarter ended June 30, 2016, on robust sales.The company had posted a net profit aftertaxes, minority interest and share of profit of joint ventures at Rs 472.45 crore for the corresponding period of the previous financial year, Aurobindo Pharma said in a filing to the Bombay Stock Exchange (BSE).Consolidated total income from operations rose to Rs 3,725.90 crore for the quarter under consideration against Rs 3,298.93 crore reported for the same period a year ago, PTI reported.At 9:25 am, shares of the company were trading at Rs 766.80 apiece, up 4.14 per cent from its previous close on BSE.']"
423826,AUROBINDO PHARMA,econominc-times,"['Markets', 'Expert View']",2016-08-24 12:06:00,['ET Now'],['When Rakesh Jhunjhunwala took stock of his investment in Aurobindo Pharma'],"['n', 'Aurobindo Pharma', 'in', 'So', 'liquidity', 'place', 'mean']",[],"['In a chat with big bull investorRakesh Jhunjhunwala,NGovindarajan, MD,Aurobindo Pharma, explains the foray in vaccines, microsphere and oncology products and says these willyieldresult only after 3 years. Edited excerptsRakesh Jhunjhunwala: What is the interest rates you are paying to the bank? Are they competitive, are they good?N Govindarajan:It is less than, in fact, 1.5% on annualised yes.Rakesh Jhunjhunwala:And will you be able to do this on a continuous basis?N Govindarajan:We can do it because this improves theliquidityand it is... Imeanobviously strategically it is good for us to keep doing it.Rakesh Jhunjhunwala:Sothen why do not you consider this a permanent reduction in working capital? The accounting standards may say anything but in reality it is an actual reduction in your working capital cycle because you are paying the cost for it and you are receiving the money in advance.N Govindarajan:That is true but see the reason why we have brought it up this as a separate subject is this is the first time we are doing it even though there are companies which have been doing it for long. We just wanted to give the clarity but your point is well taken in terms of like relooking at the entire working capital.Rakesh Jhunjhunwala: It is not debt at all. And if it going to takeplaceon a continuous basis, is not it a permanent reduction in working capital?N Govindarajan:Yes. We can look at that as well.Rakesh Jhunjhunwala:My second question is there are a lot of initiatives that you are taking which are not giving any return today. There is talk about you having invested in vaccines. So can you tell me which are the initiatives which may not give you revenues this year or next year but post say 2018-2019 will yield result?N Govindarajan:I will list out what are the ones which you cannot expect revenues over the next two-three years. Vaccine is one, microsphere is one and oncology in terms of larger quantity of products. So while we will start filing, then please understand the fact that approval will take approximately around one-and-a-half to two years. Even the majority of oncology hormone and steroids would be post the two, two-and-a-half years time cycle and even liposomal and certain other fillers patches what are we are working also would be like after the two-and-a-half, three years time cycle only.Rakesh Jhunjhunwala:What would the revenue potential be? I am a long-term investor. Can these initiatives, really turn to be very large revenue and profit potential?N Govindarajan: I will give you one example. There are four peptide based microsphere products which have around $3 billion top line. In terms of opportunity, we do not see more than three-four players getting into that so that is the level of opportunity which exists..Rakesh Jhunjhunwala: How sure do you feel that you will be able to launch thisproduct?N Govindarajan:We have obviously have higher level of confidence, otherwise we would have not been investing our efforts on this.Rakesh Jhunjhunwala:There is a lot of talk in themarketsabout some raising of equity. Can we get some clarity on it?N Govindarajan: As we have clarified before, any fund raising as far asAurobindois concerned right now is more strategic rather than for capex and for improving ourcash flow. So it will be more strategic. Let me tell you two things - one is, we are not in any hurry to do it just for the sake of it. Second thing is obviously at some point of time we will get closer to it and move on with that.Rakesh Jhunjhunwala: And you do not think that other than acquisition in your normalbusinesstoday, next year you should not commit more than $100 million capex?N Govindarajan:Yes.Rakesh Jhunjhunwala:What is it this year?N Govindarajan:This year we had projected around Rs 1200 crore plus or minus Rs 100 crore. Rs 1200 crore to Rs 1300 crore.Rakesh Jhunjhunwala: So that means next year you should have Rs 500-600 crore of additional capital expenditure.N Govindarajan:That is right.']"
424171,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2016-08-25 13:37:00,[''],"['Buy Aurobindo Pharma Ltd., target Rs 1065.0 :  Bank of America Merrill Lynch']","['markets', 'Aurobindo Pharma Ltd.', 'Bank of America Merrill Lynch']",[],"['Bank of America Merrill Lynchhas Buy call onAurobindo Pharma Ltd.with a target price of Rs 1065.0. The current market price of Aurobindo Pharma Ltd. is 793.25. Time period given by analyst is year, when Aurobindo Pharma Ltd. price can reach defined target. In the June quarter results, lower API sales, weaker than expected sales in ARVmarketsdent topline. However, growth will be driven by a ramp-up in existing products and new launches in the US, said the brokerage note. US sales marginally ahead of estimates due to new launches. The global investment bank expects the debt levels to come down as capex cycle ends in FY17.']"
424173,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2016-08-25 13:39:00,[''],"['Buy Aurobindo Pharma Ltd., target Rs 1170.0 :  Citigroup']","['Market', 'Aurobindo Pharma Ltd.', 'Citigroup']",[],"[""Citigrouphas Buy call onAurobindo Pharma Ltd.with a target price of Rs 1170.0. The currentmarketprice of Aurobindo Pharma Ltd. is 792.45. Time period given by analyst is year, when Aurobindo Pharma Ltd. price can reach defined target. The global investment bank highlighted that strong EBITDA margins helped offset some softness in the topline. Going forward, US QoQ growth should assuage the street's concerns on this front. The sharp reduction in net debt during the quarter was encouraging and Aurobindo Pharma remained Citigroup's top pick in Indian pharma space.""]"
424175,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2016-08-25 13:40:00,[''],"['Outperform Aurobindo Pharma Ltd., target Rs 950.0 :  Credit Suisse']","['Market', 'Aurobindo Pharma Ltd.', 'Credit Suisse']",[],"['Credit Suissehas Outperform call onAurobindo Pharma Ltd.with a target price of Rs 950.0. The currentmarketprice of Aurobindo Pharma Ltd. is 794.4. Time period given by analyst is year, when Aurobindo Pharma Ltd. price can reach defined target. In terms of geographies, Aurobindo Pharma did better in the US than most peers. The impact of price erosion on key products was visible on the margins in the June quarter.']"
424180,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2016-08-25 13:46:00,[''],"['Buy Aurobindo Pharma Ltd., target Rs 981.0 :  Reliance Securities']","['Market', 'Aurobindo Pharma Ltd.', 'Reliance Securities']",[],"[""Reliance Securitieshas Buy call onAurobindo Pharma Ltd.with a target price of Rs 981.0. The currentmarketprice of Aurobindo Pharma Ltd. is 794.75. Time period given by analyst is year, when Aurobindo Pharma Ltd. price can reach defined target. Reliance Securities cited that the company's US business should drive growth.The brokerage said there is strong earnings growth, improving returns ratios, strong US product pipeline and comfortable leverage position in the next two years.""]"
