Company,Source,Category,Date,Author,Title,Tags,Subtitle,Content
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",09-07-2015 11:53,['ET Now'],['Sell BPCL with a target of Rs 885: Prakash Gaba'],['Bharat Petroleum Corporation Ltd.'],[],"[""In a chat with ET Now, Prakash Gaba, CFT, prakashgaba.com, shares his view on BPCL.ET Now: What is your view on BPCL?Prakash Gaba:BPCL Ltd. is a 'SELL' call with a target of Rs 885 and a stop loss of Rs 915.""]"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'News']",09-07-2015 16:56,['ET Online'],"['Sensex closes 114 points down, Nifty fails to hold 8,350; Vedanta, BPCL top losers']","['Airtel', 'Bharti Airtel', 'nifty', 'HDFC bank', 'Major', 'Barclays', 'Essar Oil']",[],"[""NEW DELHI: After remaining in a thin range for most of the session, the S&P; BSE Sensex eventually settled 114.06 points lower as investors were cautious ahead of the kickstart of the earnings season.The 30-pack index shed 0.41 per cent to settle at 27,573.66.Niftyfell 34.50 points, or 0.41 per cent, to close at 8,328.55.Selling in IT majors TCS and Infosys weighed heavy on indices. Weakness in index heavyweights such as Reliance Industries and ITC added to the sentiment.Market breadth was mixed, with one of every two BSE stocks ending lower. BPCL and Vedanta were the top losers on Nifty, down about 5 per cent each.Markets across Europe were trading up to 2.5 per cent higher at the time the domestic markets shut.Spain's IBEX was up 2.42 per cent; DAX and CAC 40 gained 1.50 per cent each, while FTSE 100 was up 0.80 per cent.Earlier in the day, most Asian markets settled higher after the Chinese regulators introduced more curbs to tame falling markets. Nikkei ended the day 118 points higher at 19,855. On the other hand, Hang Seng surged over 3 per cent. Shanghai Composite also added 7 per cent after falling about 4 per cent in morning trade.BUZZING STOCKSBhushan Steelsurged 20% in intraday trade after shareholders give nod to restructure Rs 30,000 crore loans.Eros Internationalfell 20 per cent after rallying 11% in intraday trade.Essar Oilfell 10% after gaining 5% in intraday trade.Suzlonup over 10% in intraday trade.JP Infratechgained over 7% in intraday trade.WHAT TOP EXPERTS SAYReal pace of growth in China around 5%:Aberdeen Asset ManagementChina crash stokes fear that regulators have less control on assets:BarclaysFed needs to take #dollar strength into account before hiking rates:Aberdeen Asset ManagementExpectHDFC Bankto climb 10-15% in six months:Sandip SabharwalNifty in for some correction; 8,200 on the cards:Mitesh ThackerMARKETS THROUGH THE DAYMarkets @ 1Top GainersBHEL (2.7%),BHARTI AIRTEL(2.2%), L&T; (2.0%), HERO MOTOCORP (1.9%), HINDALCO (1.6%)Top LosersVEDANTA LTD(-2.4%), TATA MOTORS (-1.7%),INFOSYS LTD(-1.6%), TCS (-1.5%), BAJAJ AUTO (-1.4%)Markets @ 11:30Top GainersBHEL (3.0%), BHARTIAIRTEL(2.6%), HERO MOTOCORP (1.8%), L&T; (1.8%), HINDALCO (1.6%)Top LosersTATA MOTORS (-2.0%), TCS (-1.9%), VEDANTA LTD (-1.7%), INFOSYS LTD (-1.6%), BAJAJ AUTO (-1.2%)Markets @ 10.30Top GainersBHARTI AIRTEL (2.9%), BHEL (2.8%), L&T; (1.9%), HERO MOTOCORP (1.1%), HINDALCO (1.1%)Top LosersTCS (-1.9%), TATA MOTORS (-1.7%), VEDANTA LTD (-1.6%), BAJAJ AUTO (-1.5%), INFOSYS LTD (-1.2%)Markets @ 9.20The 30-share index pared some of the intraday gains but was still trading at 27721, up 34 points or 0.12 per cent. It touched a high of 27,798.13 and a low of 27,675.38 in trade today.The Nifty was at 8,381 up 18 points or 0.22 per cent. It touched a high of 8400.30 and a low of 8364.20 in trade today.The S&P; BSE Midcap Index was up 0.27 per cent and BSE S&P; Smallcap Index edged higher by 0.47 per cent.Bharti Airtel (up 1.7 per cent), Sun Pharma (up 1.18 per cent), L&T; (up 1.1 per cent), Lupin (up 0.6 per cent) and CIL (up 0.62 per cent) were among themajorSensex gainers.Vedanta (down 2.1 per cent), Tata Motors (down 1.5 per cent), Bajaj Auto (down 1.2 per cent), TCS (down 0.6 per cent) and HDFC Bank (down 0.63 per cent) were the major index losers.""]"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",13-07-2015 08:46,['ET Now'],['Sell BPCL with a target of Rs 865: Ashwani Gujral'],['Bharat Petroleum Corporation Ltd.'],[],"[""In a chat with ET Now, Ashwani Gujral, Fund Manager, Ashwanigujral.com, shares his view on BPCL.ET Now: What is your view on BPCL?Ashwani Gujral:BPCL is a 'SELL' call with a target of Rs 865 and a stop loss of Rs 890.""]"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Industry', 'Energy', 'Oil & Gas']",14-07-2015 04:11,['PTI'],['BPCL to invest $4 billion to double Bina oil refinery capacity'],"['Madhya Pradesh', 'BPCL', 'Oman Oil Company', 'Numaligarh', 'Bina oil refinery']",[],"[""NEW DELHI: Bharat Petroleum Corp Ltd (BPCL) plans to invest about USD 4 billion for more than doubling capacity of itsBina oil refineryinMadhya Pradesh.BPCL, India's second-biggest state refiner, will invest Rs 3,500 crore in raising capacity of Bina refinery to 7.8 million tonnes a year from current 6 million tonnes by 2018, its Chairman and Managing Director S Varadarajan said here.It will further invest Rs 18,000-20,000 crore in raising capacity to 15 million tonnes in the next 5-6 years.Oman Oil Company(OOC), which has a minority stake in the Bina refinery, is not participating in the expansion as of now, he said.OOC holds 26 per cent stake in the Bharat Oman Refineries (BORL) - the firm that built the refinery. The firm had in 2009 paid a 50 per cent premium for a re-entry into the Rs 11,397-crore Bina refinery project.The project was originally conceived through a joint venture company, BORL but the OOC did not contribute equity beyond the initial Rs 75 crore.The Omanese oil major came back to pick up 26 per cent stake in the project for an additional Rs 1,220 crore.The BORL was formed as an equal joint venture company way back in 1993. However, following inordinate delays in the implementation of the project, OOC froze its investment in the company at Rs 75 crore for a two per cent equity stake.BPCL, which holds 49 per cent stake in the project, provided the unbridged portion of the Rs 4,000-crore equity in form of loan. The state-run firm got its loan back once OOC made payments for its 26 per cent share.The remaining 25 per cent is with financial institutions. BPCL also operates a 12 million tonnes a year refinery at Mumbai and 9.5 million tonnes Kochi unit. It also has majority stakes in the 3 million tonnesNumaligarhrefinery in Assam.He said BPCL is expanding and upgrading its Kochi refinery in Kerala to process high sulphur crudes by 2016.Kochi refinery capacity is being raised to 15.5 million tonnes from current 9.5 million tonnes.Crude grades with a high sulphur content are cheaper, and refineries that have installed speciality secondary units to process them can lower feed costs and increase their margins.Also, Numaligarh refinery capacity is being planned to be raised to 9 million tonnes, he added.""]"
BHARAT PETROLEUM CORP  LT,econominc-times,"['News', 'Economy', 'Finance']",24-07-2015 16:33,['PTI'],"['Government plans stake sale in Bharat Petroleum, final decision after ministerial consultation']","['oil', 'stake', 'Disinvestment', 'BPCL', 'PSUs', 'Bharat Petroleum']","['At current trading price of Rs 963.50, a 3 per cent stake sale could fetch the government over Rs 2,090 crore.']","['NEW DELHI: The Government today said it is planning to sellstakeinBharat PetroleumCorp Ltd (BPCL) and will take a final view after completion of inter-ministerial consultation.""The issue regardingdisinvestmentof BPCL is presently at the inter-ministerial consultation stage. Decision can be taken only after the consultation process is over,"" Minister of State for Finance Jayant Sinha said in a written reply to a question in the Lok Sabha.He was replying to a query on whether the Government proposes to sell 3 per cent stake in BPCL to raise funds and the timing of the disinvestment.At current trading price of Rs 963.50, a 3 per cent stake sale could fetch the government over Rs 2,090 crore.The government holds 54.93 per cent stake in nation\'s second largest stateoilfirm BPCL. Divesting 3 per cent interest will help government keep its shareholding well above 51 per cent -- the minimum strategic holding it has decided to keep in key public sector units.The government proposes to raise Rs 69,500 crore through disinvestment in the current fiscal. Of this, Rs 41,000 crore would come from disinvestment of CPSEs and Rs 28,500 crore from strategic stake sales.Sinha said that the Government has identified some CPSEs for disinvestment in sectors that include defence, fertiliser, heavy engineering, mineral and metals, oil, power, steel, technical consultancy, tourism, transport services, trading and marketing.The disinvestment department has drawn up a list of about two dozenPSUsfor divestment. But volatile market conditions have dented its plans with stake sale happening in only one PSU, REC, so far this fiscal.The pipeline for disinvestment includes ONGC, Indian Oil, Oil India, NTPC, BHEL, NALCO, NMDC, MMTC and Engineers India, among others.']"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Industry', 'Energy', 'Oil & Gas']",30-07-2015 15:55,"['BySanjeev Choudhary, ET Bureau']","['IOCL, BPCL, HPCL begin process of maiden purchase of biodiesel for blending with diesel']","['BPCL', 'Crude oil', 'Indian Oil Corporation', 'HPCL', 'Hindustan Petroleum', 'Hindustan Petroleum Corporation', 'Bharat Petroleum Corporation']","['According to the tender document,\xa0IOCL\xa0will procure about 40 per cent of the total quantity while the balance will be shared between the other two firms.']","['NEW DELHI: State-run fuel retails have begun the process of their maiden purchase of biodiesel for blending it with diesel.Indian Oil Corporation,Bharat Petroleum CorporationandHindustan Petroleum Corporationhave invited tenders for procurement of 850 million litres of biodiesel from local manufacturers.According to the tender document,IOCLwill procure about 40 per cent of the total quantity while the balance will be shared between the other two firms. The biodiesel will have to be delivered at multiple locations across the country from August through March 2016. The technical and price bids are to be submitted online by August 19.The maiden purchase will help retailers discover the price of biodiesel, produced from vegetable oil or animal fat, and get ready for the blending when it becomes mandatory, anoil industry executivesaid.The National Policy on Biofuels had proposed a 20 per cent blending ratio for both biodiesel and ethanol by 2017. So far the government has made it mandatory only to blend 5 per cent ethanol, produced mainly from sugar and corn, with petrol. An uncertainty with regard to the availability of biodiesel has also slowed the progress towards making it mandatory for blending.In a bid to reduce the use of fossil fuels, which contribute directly to air pollution, the government has been encouraging use of ethanol and biodiesel by fossil fuel retailers.Three months ago, the government had removed a 12.36 per cent excise duty levied on ethanol supplied for blending with petrol and raised the import duty on sugar to 40 per cent from 25 per cent as part of steps to support the local sugar industry.India imports 80 per cent of thecrude oilit consumes and a 5 per cent biodiesel and ethanol substitution can result in substantial savings in foreign exchange. With rising pollution impacting public health and becoming a hotly debated national issue, India has been pushing for cleaner fuel, including increased use of gas for cooking and transportation, and aiming to install record capacity in renewable energy.']"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Industry', 'Energy', 'Oil & Gas']",03-08-2015 05:04,"['BySanjeev Choudhary, ET Bureau']","['Indian Oil, Hindustan Petroleum, Bharat Petroleum may soon let anyone open petrol pump']","['BPCL', 'Reliance Industries', 'Indian Oil Corporation', 'Hindustan Petroleum', 'Bharat Petroleum Corp']","['Government officials will meet executives of IOC,\xa0Hindustan\xa0Petroleum Corp\xa0and\xa0Bharat\xa0Petroleum Corp\xa0this week to work out the details of the plan.']","['NEW DELHI: Anyone wanting to own a petrol pump will soon be able to do so at a place of his choice without having to be particularly lucky in a long-drawn system or being born in backward caste.The government is considering a proposal to offer state-run fuel retailers the freedom to allocate dealership to anybody willing, a move that has the potential to revolutionise the sector, curb malpractices, and most importantly arm state companies against the emerging competition from private rivals such as Reliance Industries and Essar Oil that have resumed expansion following a deregulation of fuel sales, government and industry sources said.Government officials will meet executives of Indian Oil Corporation (IOC), Hindustan Petroleum Corp (HPCL) and Bharat Petroleum Corp (BPCL) this week to work out the details of the plan, they said.As per the proposal, anyone wanting a dealership can apply at any point in time and be awarded one quickly as long as he makes the entire investment involved in setting up a filling station.""We will no more have one hand tied behind our back while fighting the private competition,"" a senior executive at a state-run fuel retailer said.At present, state firms are saddled with norms requiring appointment of about half of dealers from backward class, restriction of dealership to just a member in the family, follow the arduous appointment process and also cater to political interests.The memory of a decade back is still fresh in the minds of state-run firms when private players snatched nearly 15% share in the sale of diesel within years of their entry, mostly due to extensive use of technology, enhanced level of service and total control over dealers. This is why they are lobbying the government to give them a free hand to fight private competition.""We have had little control over distributors. We have always had the dilemma that if we were to fire a dealer we may lose the market to a competitor and not be able to recover that quickly because the appointment of a replacement would take a long time,"" said the executive.He was referring to the challenges state firms have faced in firing distributors engaged in malpractices, which lower the quality of service to customers. But a flexibility to appoint a new dealer will remove this dilemma, he said.Moreover, the government has mandated a 10% automation every year at IOC, HPCL, and BPCL, which currently have about a third of their regular petrol pumps automated. This technological application helps companies keep a check on adulteration at fuel stations.The proposed system will also help state firms attract most entrepreneurs interested in the petrol pump business, leaving fewer candidates for the likes of Reliance or Shell. Until now, the private players could easily offer their dealership to those who had lost out in the race to win a public sector petrol pump.""There is still an inclination for public sector pumps. Also, the private players can\'t match the security of supply we provide because of our nationwide infrastructure,"" the executive said.A government official said the move will also enhance state firms\' presence across markets, a ""brand boost"", and help find dealers easily.']"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",06-08-2015 11:42,['ET Now'],['Buy BPCL with a target of Rs 965: Ashwani Gujral'],['Bharat Petroleum Corporation Ltd.'],[],"[""In a chat with ET Now, Ashwani Gujral, Fund Manager, Ashwanigujral.com, shares his view on BPCL.ET Now: What is your view on BPCL?Ashwani Gujral:BPCL Ltd. is a 'BUY' call with a target of Rs 965 and a stop loss of Rs 937.""]"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",10-08-2015 10:03,['ET Now'],['Buy BPCL with a target of Rs 990: Mitesh Thacker'],['Bharat Petroleum Corporation Ltd.'],[],"[""In a chat with ET Now, Mitesh Thacker, Technical Analyst, miteshthacker.com, shares his view on BPCL.ET Now: What is your view on BPCL?Mitesh Thacker:BPCL is a 'BUY' call with a target of Rs 990 and a stop loss of Rs 937.""]"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Industry', 'Energy', 'Oil & Gas']",12-08-2015 05:05,"['ByMihir Mishra, ET Bureau']","['AAI in talks with oil companies like HPCl, BPCl to set up single entity for supplying fuel']","['Airports Authority of India', 'Hindustan Petroleum', 'Hindustan Petroleum Corporation', 'Bharat Petroleum Corporation', 'Martin Consulting LLC']",[''],"['NEW DELHI: In a move aimed at making fuel cheaper for airlines, theAirports Authority of India(AAI) has started discussions with state-owned oil companies to set up common infrastructure for the supply of aviation turbine fuel (ATF) at the airfields it operates. Such a facility could also be used by carriers to import fuel.Under the proposed arrangement, common storage facilities would be set up for use by oil marketing companies for a fee. Airlines will have a choice of fuel suppliers, which should spur competition and result in better prices and services.""This will be a common infrastructure available to all for a charge. A common infrastructure would also help reduce the cost of fuel at these airports due to the reduction in expenses on maintaining infrastructure by oil companies individually,"" said a senior AAI official on condition of anonymity.The facility is proposed to be set up by a new company, which will be 37.5% owned by Indian Oil and 25% owned by AAI.Bharat Petroleum CorporationandHindustan Petroleum Corporationwill own 18.75% each. Currently, each oil company has its own infrastructure at AAI-operated airports, while private airports such as those in New Delhi and Mumbai have a common facility for supplying fuel. According to some estimates, a shared facility could lower fuel costs by anywhere between 5% and 10%. Analysts do not share the optimism on the benefit of the initiative and want AAI to improve conditions at smaller airports.""The service should be implemented first at smaller airports where access to good quality fuel is still rare and operators continue to face issues in getting fuel to their operational site. One such example is the heliports at Vaishno Devi and in Amarnath, where shockingly, jet fuel is still transported in drums, as it was done during World War II,"" said Mark D Martin, founder & CEO ofMartin Consulting LLC, an aviation consulting firm based in Asia.Fuel accounts for as much as 50% of an airline\'s operational expenses in India. Value added tax on ATF varies in each state and ranges from zero to 30%. The government\'s decision in February 2012 to allow airlines to import fuel hasn\'t taken off in the absence of infrastructure to transport ATF to airports and storage facilities.']"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",12-08-2015 10:57,['ET Now'],['Sell BPCL with a target of Rs 863: Mitesh Thacker'],"['Bharat Petroleum Corporation Ltd.', 'Bharat Petroleum Corporation Ltd']",[],"[""In a chat with ET Now, Mitesh Thacker, Technical Analyst, miteshthacker.com, shares his view onBharat Petroleum Corporation Ltd(BPCL).ET Now: What is your view on BPCL?Mitesh Thacker:BPCL is a conditional 'SELL' call on pullbacks to about Rs 896-898 levels, with a target of Rs 863 and a stop loss of Rs 918.""]"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",12-08-2015 11:14,['ET Now'],['Sell BPCL with a target of Rs 875: Ashwani Gujral'],['Bharat Petroleum Corporation Ltd.'],[],"[""In a chat with ET Now, Ashwani Gujral, Fund Manager, Ashwanigujral.com, shares his view on Bharat Petroleum Corporation Ltd (BPCL).ET Now: What is your view on BPCL?Ashwani Gujral:BPCL is a 'SELL' call with a target of Rs 875 and a stop loss of Rs 901.""]"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",14-08-2015 08:33,['ET Now'],"['BPCL an attractive bet in OMC space: Nirav Sheth, Edelweiss Financial Services']","['BPCL', 'HPCL', 'Nirav Sheth', 'OMC space']",[],"['In a chat with ET Now,Nirav Sheth, Head of Research - Institutional Equities, Edelweiss Financial Services, talks about the prospects in theOMC space.ET Now: Almost everybody knew that this quarter will be strong, some of the numbers have still surprised, is this the top performance by oil marketing companies in terms of their quarterly run rates being logged in?Nirav Sheth:You will have some seasonality in terms of how GRMs are going to move, there have been some shuts that happened in the previous quarter. Our estimate is that at least in the month of July most of the refining margins have tended lower. You have to look at a slightly longer term picture ...when oil goes down what matters is the spread over of the oil prices and my sense is that it is not such a situation globally that you will have a sustained uptrend in refining margins going forward.Secondly, for a lot of the companies that you talked about, a large part of their value essentially comes from the marketing margins. With regard to marketing margins, you need to look at normalised returns over the next couple of years. You cannot take a one year performance and say that this is the kind of a PE that I want to pay out.Additionally, they have lot of private companies getting into the space because it is getting amply clear that government interference is almost nil at this point of time. Therefore, there will be market share losses going forward. You will have more normalised marketing profits, both on the diesel and the petrol. While there will be pockets of over valuation, we have downgradedHPCLyesterday itself based on the valuations more than anything else. Our preferred bet in the space remainsBPCLat this point of time.']"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",14-08-2015 15:09,['ET Now'],['Sell BPCL with a target of Rs 845: Ashwani Gujral'],['Bharat Petroleum Corporation Ltd.'],[],"[""In a chat with ET Now, Ashwani Gujral, Fund Manager, Ashwanigujral.com, shares his view on Bharat Petroleum Corporation Ltd (BPCL).ET Now: What is your view on BPCL?Ashwani Gujral:BPCL is a 'SELL' call with a target of Rs 845 and a stop loss of Rs 880.""]"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Earnings']",14-08-2015 21:47,['PTI'],"['BPCL Q1 net profit nearly doubles to Rs 2,376 crore']","['BPCL', 'invest', 'Earnings Announcement', 'Bharat Petroleum Corporation Ltd.', 'Bharat Petroleum Corp Ltd']",[],"['NEW DELHI: State-ownedBharat Petroleum Corp Ltd(BPCL) today reported near doubling of its June quarter net profit to Rs 2,376 crore on back of robust margins and investory gains.Net profit of Rs 2,376.16 crore, or Rs 32.86 per share, in April-June better Rs 1,216.26 crore, or Rs 16.82 a share, earning in the same period a year ago, BPCL said in a statement here.The company earned $8.55 on turning every barrel of crude oil into fuel as compared to a gross refining margin of $ 3.38 per barrel in Q1 of last fiscal.BPCL also had an inventory gain of Rs 587.22 crore in the quarter.It said the government gave cash subsidy of Rs 404.02 crore and upstream firms like ONGC chipped in Rs 203.33 crore to cover all of the revenue loss on sale of kerosene through PDS.Government has committed to meet all of the losses on domestic LPG as well.BPCL said while it had to bear no losses on the cooking fuel sale this fiscal, it had absorbed Rs 503.87 crore loss on LPG and kerosene sale in April-June quarter of 2014.Turnover however fell to Rs 51,966.07 crore from Rs 66,749.65 crore a year ago, primarily due to fall in crude prices.BPCL plans toinvestover Rs 30,000 crore over the next four years. In the current fiscal, it has earmarked a capex of Rs 10,000 crore primarily on the expansion of its Kochi refinery to 15.5 million tons per annum from the current 9.5 million tons.']"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Earnings']",15-08-2015 03:57,"['ByRachita Prasad, ET Bureau']",['BPCL net soars despite decline in income on robust margin'],"['BPCL', 'Essar Oil', 'Reliance Industries', 'Balasubramanian', 'Kochi refinery']",[],"['MUMBAI: State run-Bharat Petroleum Corporation\'s net profit soared to Rs 2,376.16 crore in the first quarter of 2015-16 from Rs 1,216.26 crore a year ago despite a decline in revenue due to robust margins and a gain on inventory.The company\'s total income in the June quarter was Rs 51,966.07 crore crore as against Rs 66,749.65 crore a year ago, primarily due to fall in crude prices.""Our gross refining margin in the quarter has been very strong at $8.55 a barrel as cracks spread were good in petrol as well as diesel and are marketing margins have also been good. The cracks spread has already started narrowing and we expect the GRMs average at $4-$6,"" PBalasubramanian, director-finance, told ET.GRM is the difference between total value of petroleum products and price of crude, and is the key profit indicator for crude oil refiners. While private refiners likeReliance IndustriesandEssar Oilhave upgraded their refineries and enjoy high GRMs, the public sector refiners continue to report modest GRMs.Crude prices have fallen over $10 a barrel in the last one month alone, causing analysts to worry that refiners may incur inventory loss in the second quarter of 2015-16.""We made a gain of Rs 200 crore on our inventory in the first quarter that may not be there in the next quarter given how the crude prices have fallen,"" Balasubramanian said.BPCLhas plans to invest over Rs 30,000 crore over the next four years, of which around Rs 10,000 crore would be spent in the current fiscal. The capex for the current year would be primarily on the expansion of itsKochi refineryto 15.5mtpa from the current 9.5mtpa at a cost of around Rs 16,500 crore.']"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Industry', 'Energy', 'Oil & Gas']",19-08-2015 05:52,"['BySanjeev Choudhary, ET Bureau']","['How PSU oil retailers like IOC, HPCL, BPCL are wooing dealers to keep private rivals at bay']","['essar', 'BPCL', 'Essar Oil', 'IOC', 'Reliance Industries', 'Indian Oil Corporation', 'HPCL']","['State firms are making every move to slow down the march of private retailers as they reopen mothballed outlets and plan to add new ones after the government scrapped subsidy on diesel late last year. Reliance Industries is hoping to reopen all its 1,400 outlets by March 2016 and\xa0Essar\xa0planning to double its current count of 1,550 in about a year.']","['NEW DELHI: AsReliance IndustriesandEssar Oilresurrect their challenge, state-run fossil fuel retailers are planning to flood the market with new dealers while offering higher commission and training to the existing ones to keep up the morale and efficiency on the front lines.They are also using a mix of loyalty programmes, mobile apps, eateries and shops to win over customers in a bid to retain their market share.?Every company would like to protect its turf,? said Nishi Vasudeva, chairman and managing director of staterunHindustan Petroleum Corporation(HPCL), which along withIndian Oil Corporation(IOC) andBharat Petroleum Corporation(BPCL) own more than 95% of India?s 53,000 petrol pumps.LESSONS LEARNTThis dominance should have been a cause of complacence for state retailers but the wounds they received from private players in market skirmishes last time round, about a decade back, is giving public sector firms sleepless nights. Within years of their launch, private retailers had taken away about 15% share in the profitable diesel market.Which is why state firms are making every move to slow down the march of private retailers as they reopen mothballed outlets and plan to add new ones after the government scrapped subsidy on diesel late last year. Reliance Industries is hoping to reopen all its 1,400 outlets by March 2016 andEssarplanning to double its current count of 1,550 in about a year.The rollout could have been much faster but private firms have been cautious due to a fear that the government subsidy, available only to state companies to cushion consumers facing high oil prices, may snap back if oil prices were to climb again. This is what had shut them out of the market in 2008.A sustained supply glut and a slowdown in some of the energy-guzzling economies are now pushing oil companies in believing oil prices may not go up in a hurry, setting stage for a fierce competition in the fuel retailing business in the country.Sensing this, HPCL, IOC and BPCL are working with the government to bring about a new guideline that would allow them to freely appoint dealers.This means flooding the market with more dealers, enhanced brand presence, and making it difficult for private players to pick dealers or make money. This is also aimed at giving state retailers the handle to raise quality of service as the faltering dealers could be easily suspended without fear of losing market share.?The quality of service is key,? said B Ashok, chairman of IOC, the country?s largest fuel retailer. A higher level of service - check on adulteration, provision of eateries and cleanliness - aided by technology and tighter control on dealers gave private players quick success last time round.To boost customer service, state retailers are investing in dealers and filling stations. ?It?s dealers who do customer solicitation,? Vasudeva said.Dealers of state-run retailers have just received a hike in commission they get on fuel sales. ?With increased competition, dealers should also be able to sustain,? Ashok said. Besides, more than one lakh of total 2.5 lakh attendants at IOC petrol pumps have been trained, he said.IOC has also launched a mobile app, making it easier for customers to locate petrol pumps and know its features such as availability of eatery or a retail store, among other things. A loyalty programme, higher investment in branding, eateries, retail stores and separate toilets for men and women will help attract customers, said Ashok.PRIVATE CHALLENGERSPrivate players too have similar programmes. In some places they are also offering volume discount, trying to make a dent in the established markets. In Gujarat, a BPCL dealer said he is not able to match the volume discount an Essar pump, located barely a few hundred yards away, offers on diesel sales. ?But they can?t sustain it for long. May be six months, or a year, but they will have to fall in line,? he said, not too worried about the short-term losses he might be incurring because of the competition.?There exists several levers like service, quality and quantity assurance, non-fuel retail etc. which we will exert to drive footfalls into our retail outlets,? said a spokesman at Essar, which has hired some public sector veterans, including former HPCL chairman S Roy Choudhury, for the retail venture.For private players, appointing new dealers isn?t easy today due to scarcity of land at attractive locations.']"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",19-08-2015 11:52,['ET Now'],['Buy BPCL with a target of Rs 960: Mitesh Thacker'],['Bharat Petroleum Corporation Ltd.'],[],"[""In a chat with ET Now, Mitesh Thacker, Technical Analyst, miteshthacker.com, shares his view on Bajaj Auto.ET Now: What is your view on Bajaj Auto?Mitesh Thacker:BPCL Ltd. is a 'BUY' call with a target of Rs 960 and a stop loss of Rs 889.""]"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",20-08-2015 11:08,['ET Now'],['Buy BPCL with a target of Rs 930: Ashwani Gujral'],['Bharat Petroleum Corporation Ltd.'],[],"[""In a chat with ET Now, Ashwani Gujral, Fund Manager, Ashwanigujral.com, shares his view on BPCL.ET Now: What is your view on BPCL?Ashwani Gujral:BPCL Ltd. is a 'BUY' call with a target of Rs 930 and a stop loss of Rs 906.""]"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",27-08-2015 15:06,['ET Now'],['Buy BPCL with a target of Rs 900: Ashwani Gujral'],['Bharat Petroleum Corporation Ltd.'],[],"[""In a chat with ET Now, Ashwani Gujral, Fund Manager, Ashwanigujral.com, shares his view on Bharat Petroleum Corporation Ltd.ET Now: What is your view on BPCL?Ashwani Gujral:BPCL is a 'BUY' call with a target of Rs 900 and a stop loss of Rs 872.""]"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Industry', 'Energy', 'Oil & Gas']",28-08-2015 05:30,"['BySanjeev Choudhary, ET Bureau']","['State oil firms like BPCL, HPCL seeking to buy 266 crore litres of ethanol']","['BPCL', 'Indian Oil Corporation', 'HPCL', 'excise duty', 'Bharat Petroleum Corp', 'Hindustan Petroleum Corporation']",['State-run fossil fuel retailers have initiated a move to buy 266 crore litres of ethanol to blend with petrol and meet the 5 per cent blending norm.'],"['NEW DELHI: State-run fossil fuel retailers have initiated a move to buy 266 crore litres of ethanol to blend with petrol and meet the 5% blending norm. The purchase could ease pressure on the sugar industry which is grappling with excess production.Bharat Petroleum Corp (BPCL) has invited expression of interest online on behalf of state fuel retailers, includingIndian Oil CorporationandHindustan Petroleum Corporation, for procurement of ?denatured anhydrous ethanol? between December 2015 and November 2016, according to an advertisement. A month ago, these companies had invited tenders for the maiden purchase of 850 million litres of biodiesel for mixing with diesel. The retail sale of biodiesel blended fuel has recently been launched in four cities.With most major cities struggling with polluted air and related health issues, fossil fuel retailers have been mandated by the government to add cleaner biofuels to the petrol and diesel they sell, but their availability and pricing have been a hurdle. An increased consumption of local biofuels can help bring down the import bill for India, which meets 80% of its crude oil requirement through imports.The National Policy on Biofuels had earlier proposed a 20% blending ratio for both biodiesel and ethanol by 2017, but the government has made only 5% ethanol blending binding.']"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",31-08-2015 11:22,['ET Now'],['Buy BPCL Ltd with a target of Rs 898: Sandeep Wagle'],"['Bharat Petroleum Corporation Ltd.', 'Sandeep Wagle', 'Power My Wealth']",[],"[""In a chat with ET Now,Sandeep Wagle, Founder & CEO,Power My Wealthshares his view on BPCL.ET Now: What is your view on BPCL?Sandeep Wagle:BPCL Ltd is a 'BUY' call with a target of Rs 898 and a stop loss of Rs 865.""]"
